識別番号,頻出度,分野,頁,正誤1,問題番号,文章,漢字,読み,送り仮名,補足
3662,C,f故事・諺,①,,30,人を呪わば穴二つ。,呪,のろ,う,
3663,C,f故事・諺,①,,31,先の雁より手前の雀。,雁,かり,,
3664,C,f故事・諺,①,x,32,下手の庖丁百遍洗え。,庖丁,ほうちょう,,
3665,C,f故事・諺,①,,33,鈴虫は音のために籠に飼わる。,籠,かご,,
3666,C,f故事・諺,①,,34,孟母三遷の教え。,孟母,もうぼ,,
3667,C,f故事・諺,①,x,35,貧賤にして楽しみあり。,貧賤,ひんせん,,
3668,C,f故事・諺,①,,36,団栗の背比べ。,団栗,どんぐり,,
3669,C,f故事・諺,①,,37,鰻は夏痩せの薬。,痩,や,せる,
3670,C,f故事・諺,①,,38,人跡繁ければ山も窪む。,窪,くぼ,む,
3671,C,f故事・諺,①,x,39,騎虎の勢い。,騎虎,きこ,,
3672,C,f故事・諺,①,,40,鬼神は邪無し。,邪,よこしま,,
3673,C,f故事・諺,①,,41,藍より青し。,藍,あい,,
3674,C,f故事・諺,①,x,42,飛蛾の火に入るが如し。,飛蛾,ひが,,
3675,C,f故事・諺,①,x,43,半畳を入れる。,半畳,はんじょう,,
3676,C,f故事・諺,①,,44,医者の薬も匙加減。,匙,さじ,,
3677,C,f故事・諺,①,,45,爪の垢を煎じて飲む。,垢,あか,,
3678,C,f故事・諺,①,x,46,肝胆相照らす。,肝胆,かんたん,,
3679,C,f故事・諺,①,,47,魯魚章草の誤り。,魯魚,ろぎょ,,
3680,C,f故事・諺,①,,48,蟷螂の斧。,斧,おの,,
3681,C,f故事・諺,①,x,49,狂瀾を既倒に廻らす。,廻,めぐ,らす,
3682,C,f故事・諺,①,,50,武士は食わねど高楊枝。,楊枝,ようじ,,
3683,C,f故事・諺,①,x,51,紺屋の白袴。,白袴,しろばかま,,
3684,C,f故事・諺,①,,52,鷺を烏。,鷺,さぎ,,
3685,C,f故事・諺,①,x,53,蛍雪の功を積む。,蛍雪,けいせつ,,
3686,C,f故事・諺,①,,54,匂い松茸味しめじ。,松茸,まつたけ,,
3687,C,f故事・諺,①,,55,良禽は木を択ぶ。,良禽,りょうきん,,
3688,C,f故事・諺,①,x,56,阿漕が浦に引く網。,阿漕,あこぎ,,
3689,C,f故事・諺,②,x,1,梁塵を動かす。,梁塵,りょうじん,,
3690,C,f故事・諺,②,,2,禍いを転じて福となす。,禍,わざわ,い,
3691,C,f故事・諺,②,x,3,秋の日は釣瓶落とし。,釣瓶,つるべ,,
3692,C,f故事・諺,②,x,4,心に錠を下ろす。,錠,じょう,,
3693,C,f故事・諺,②,,5,小さくとも針は吞まれぬ。,吞,の,む,
3694,C,f故事・諺,②,x,6,海鼠の油揚げを食う。,海鼠,なまこ,,
3695,C,f故事・諺,②,x,7,餓鬼に苧殻。,苧殻,おがら,,
3696,C,f故事・諺,②,,8,蒔かぬ種は生えぬ。,蒔,ま,く,
3697,C,f故事・諺,②,x,9,蜂の巣に鎌。,鎌,かま,,
3698,C,f故事・諺,②,x,10,竪子をして名を成さしむ。,竪子,じゅし,,
3699,C,f故事・諺,②,x,11,蒲柳の質。,蒲柳,ほりゅう,,
3700,C,f故事・諺,②,,12,伊達の薄着。,伊達,だて,,
3701,C,f故事・諺,②,x,13,李白一斗詩百篇。,一斗,いっと,,
3702,C,f故事・諺,②,,14,不倶戴天の敵。,戴天,たいてん,,
3703,C,f故事・諺,②,x,15,怨みに報ゆるに徳を以てす。,怨,うら,む,
3704,C,f故事・諺,②,x,16,針の穴から天を覗く。,覗,のぞ,く,
3705,C,f故事・諺,②,,17,死児の齢を数える。,齢,よわい,,
3706,C,f故事・諺,②,x,18,漆は剝げても生地は剝げぬ。,漆,うるし,,
3707,C,f故事・諺,②,x,19,黍離の歎。,黍離,しょり,,
3708,C,f故事・諺,②,,20,用のない星は宵からござる。,宵,よい,,
3709,C,f故事・諺,②,,21,天は尊く地は卑くして乾坤定まる。,乾坤,けんこん,,
3710,C,f故事・諺,②,x,22,炭団に目鼻。,炭団,たどん,,
3711,C,f故事・諺,②,,23,一人娘に婿八人。,婿,むこ,,
3712,C,f故事・諺,②,,24,八卦の八つ当たり。,八卦,はっけ,,
3713,C,f故事・諺,②,x,25,無稽の言は聴くことなかれ。,無稽,むけい,,
3714,C,f故事・諺,②,x,26,大声里耳に入らず。,里耳,りじ,,
3715,C,f故事・諺,②,,27,枯れ木も山の賑わい。,賑,にぎ,わい,
3716,C,f故事・諺,②,x,28,蟹の甲より年の功。,功,こう,,
3717,C,f故事・諺,②,,29,しくじるは稽古のため。,稽古,けいこ,,
3718,C,f故事・諺,②,,30,裸で柚の木に登る。,柚,ゆず,,
3719,C,f故事・諺,②,x,31,自家薬籠中の物。,薬籠,やくろう,,
3720,C,f故事・諺,②,,32,多忙な蜜蜂には悲しむ暇がない。,蜜蜂,みつばち,,
3721,C,f故事・諺,②,x,33,知らぬ神より馴染みの鬼。,馴染,なじ,む,
3722,C,f故事・諺,②,x,34,柔能く剛を制す。,剛,ごう,,
3723,C,f故事・諺,②,x,35,棺を蓋いて事定まる。,棺,かん,,
3724,C,f故事・諺,②,,36,挨拶は時の氏神。,挨拶,あいさつ,,
3725,C,f故事・諺,②,x,37,人古今に通ぜざるは馬牛にして襟裾す。,襟裾,きんきょ,,
3726,C,f故事・諺,②,x,38,神明に横道無し。,横道,おうどう,,
3727,C,f故事・諺,②,,39,昨日の大尽今日の乞食。,乞食,こじき,,
3728,C,f故事・諺,②,x,40,糊口を凌ぐ。,糊口,ここう,,
3729,C,f故事・諺,②,,41,蛭に塩。,蛭,ひる,,
3730,C,f故事・諺,②,,42,女三人寄れば姦しい。,姦,かしま,しい,
3731,C,f故事・諺,②,,43,羊をして狼に将たらしむ。,狼,おおかみ,,
3732,C,f故事・諺,②,x,44,松は双葉より棟梁の思いあり。,棟梁,とうりょう,,
3733,C,f故事・諺,②,,45,人の噂も七十五日。,噂,うわさ,,
3734,C,f故事・諺,②,x,46,沢庵のおもしに茶袋。,沢庵,たくあん,,
3735,C,f故事・諺,②,,47,金箔が剝げる。,金箔,きんぱく,,
3736,C,f故事・諺,②,x,48,耳を掩いて鐘を盗む。,掩,おお,う,
3737,C,f故事・諺,②,x,49,智に働けば角が立つ。,智,ち,,
3738,C,f故事・諺,②,,50,鰯の頭も信心から。,鰯,いわし,,
3739,C,f故事・諺,②,x,51,青がきが熟柿弔う。,熟柿,じゅくし,,
3740,C,f故事・諺,②,x,52,艱難汝を玉にす。,汝,なんじ,,
3741,C,f故事・諺,②,,53,兎を見て犬を呼ぶ。,兎,うさぎ,,
3742,C,f故事・諺,②,x,54,姥桜の狂い咲き。,姥桜,うばざくら,,
3743,C,f故事・諺,②,x,55,天地全功無し。,全功,ぜんこう,,
3744,C,f故事・諺,②,x,56,人間到る処青山有り。,青山,せいざん,,
3745,C,g対義語・類義語,①,,1,軟弱,強硬,きょうこう,なんじゃく,対義語
3746,C,g対義語・類義語,①,,2,憂慮,安堵,あんど,ゆうりょ,対義語
3747,C,g対義語・類義語,①,,3,脆弱,強靱,きょうじん,ぜいじゃく,対義語
3748,C,g対義語・類義語,①,,4,恩愛,怨恨,えんこん,おんあい,対義語
3749,C,g対義語・類義語,①,,5,接着,剝離,はくり,せっちゃく,対義語
3750,C,g対義語・類義語,①,x,6,枯渇,横溢,おういつ,こかつ,対義語
3751,C,g対義語・類義語,①,x,7,悠悠,汲汲,きゅうきゅう,ゆうゆう,対義語
3752,C,g対義語・類義語,①,,8,駄馬,駿馬,しゅんめ,だば,対義語
3753,C,g対義語・類義語,①,,9,黄昏,払暁,ふつぎょう,たそがれ,対義語
3754,C,g対義語・類義語,①,x,10,近接,懸隔,けんかく,きんせつ,対義語
3755,C,g対義語・類義語,①,,11,経緯,顚末,てんまつ,けいい,類義語
3756,C,g対義語・類義語,①,x,12,遭遇,逢着,ほうちゃく,そうぐう,類義語
3757,C,g対義語・類義語,①,,13,吉兆,祥瑞,しょうずい,きっちょう,類義語
3758,C,g対義語・類義語,①,,14,動向,趨勢,すうせい,どうこう,類義語
3759,C,g対義語・類義語,①,x,15,急逝,頓死,とんし,きゅうせい,類義語
3760,C,g対義語・類義語,①,,16,矛盾,撞着,どうちゃく,むじゅん,類義語
3761,C,g対義語・類義語,①,x,17,妙趣,醍醐味,だいごみ,みょうしゅ,類義語
3762,C,g対義語・類義語,①,x,18,危地,虎口,ここう,きち,類義語
3763,C,g対義語・類義語,①,,19,蒼天,碧空,へきくう,そうてん,類義語
3764,C,g対義語・類義語,①,x,20,落成,竣工,しゅんこう,らくせい,類義語
3765,C,g対義語・類義語,①,,21,豪胆,臆病,おくびょう,ごうたん,対義語
3766,C,g対義語・類義語,①,x,22,追跡,遁走,とんそう,ついせき,対義語
3767,C,g対義語・類義語,①,,23,優柔,果断,かだん,ゆうじゅう,対義語
3768,C,g対義語・類義語,①,,24,繊弱,堅牢,けんろう,せんじゃく,対義語
3769,C,g対義語・類義語,①,x,25,凶兆,瑞祥,ずいしょう,きょうちょう,対義語
3770,C,g対義語・類義語,①,,26,斬新,陳腐,ちんぷ,ざんしん,対義語
3771,C,g対義語・類義語,①,,27,抗争,和睦,わぼく,こうそう,対義語
3772,C,g対義語・類義語,①,,28,碇泊,抜錨,ばつびょう,ていはく,対義語
3773,C,g対義語・類義語,①,,29,旭日,斜陽,しゃよう,きょくじつ,対義語
3774,C,g対義語・類義語,①,x,30,消沈,軒昂,けんこう,しょうちん,対義語
3775,C,g対義語・類義語,①,x,31,賢明,迂愚,うぐ,けんめい,対義語
3776,C,g対義語・類義語,①,x,32,豊稔,凶荒,きょうこう,ほうじん,対義語
3777,C,g対義語・類義語,①,x,33,峻険,坦夷,たんい,しゅんけん,対義語
3778,C,g対義語・類義語,①,,34,精緻,雑駁,ざっぱく,せいち,対義語
3779,C,g対義語・類義語,①,x,35,不世出,稀有,けう,ふせいしゅつ,類義語
3780,C,g対義語・類義語,①,x,36,出産,分娩,ぶんべん,しゅっさん,類義語
3781,C,g対義語・類義語,①,,37,出家,遁世,とんせい,しゅっけ,類義語
3782,C,g対義語・類義語,①,x,38,寝台,臥床,がしょう,しんだい,類義語
3783,C,g対義語・類義語,①,,39,認可,允許,いんきょ,にんか,類義語
3784,C,g対義語・類義語,①,,40,苦悩,煩悶,はんもん,くのう,類義語
3785,C,g対義語・類義語,①,x,41,営営,孜孜,しし,えいえい,類義語
3786,C,g対義語・類義語,①,,42,復活,蘇生,そせい,ふっかつ,類義語
3787,C,g対義語・類義語,①,x,43,突飛,奇矯,ききょう,とっぴ,類義語
3788,C,g対義語・類義語,①,x,44,尾根,稜線,りょうせん,おね,類義語
3789,C,g対義語・類義語,①,x,45,人民,蒼生,そうせい,じんみん,類義語
3790,C,g対義語・類義語,①,x,46,股肱,腹心,ふくしん,ここう,類義語
3791,C,g対義語・類義語,①,x,47,隆昌,栄耀,えいよう,りゅうしょう,類義語
3792,C,g対義語・類義語,①,x,48,遷延,遅滞,ちたい,せんえん,類義語
3793,D,k文章題,①,,1,麦藁屋根,麦藁,むぎわら,,
3794,D,k文章題,①,,2,覆って居る,覆,おお,う,
3795,D,k文章題,①,,3,錨を下ろして見たら,錨,いかり,,
3796,D,k文章題,①,x,4,茶碗のかけ,茶碗,ちゃわん,,
3797,D,k文章題,①,,5,無頓着の彼でも,無頓着,むとんちゃく,,
3798,D,k文章題,①,,6,井を覗いたら,覗,のぞ,く,
3799,D,k文章題,①,,ア,上窄まり,窄,すぼ,まる,
3800,D,k文章題,①,,イ,桶の井筒,桶,おけ,,
3801,D,k文章題,①,,ウ,釣瓶は一方しか,釣瓶,つるべ,,
3802,D,k文章題,①,,エ,泥臭いのも尤,尤,もっとも,,
3803,D,k文章題,①,,オ,古手拭,手拭,てぬぐい,,
3804,D,k文章題,①,x,カ,如何に,如何,いか,,
3805,D,k文章題,①,x,7,灌漑専用の水,灌漑,かんがい,,
3806,D,k文章題,①,x,8,余炎がまださめぬ頃で,余炎,ほとぼり,,
3807,D,k文章題,①,,9,朝稽古から帰って来る,朝稽古,あさげいこ,,
3808,D,k文章題,①,,10,挨拶する,挨拶,あいさつ,,
3809,D,k文章題,①,,11,ずぶ濡れになって,濡,ぬ,れる,
3810,D,k文章題,①,,12,股引尻からげ,股引,ももひき,,
3811,D,k文章題,①,,13,使い馴れぬ肩と腰,馴,な,れる,
3812,D,k文章題,①,,14,膝はぎくりと折れそうに,膝,ひざ,,
3813,D,k文章題,①,,キ,朝早くさえ汲めば,汲,く,む,
3814,D,k文章題,①,,ク,両手に提げて,提,さ,げる,
3815,D,k文章題,①,,ケ,冷水摩擦,摩擦,まさつ,,
3816,D,k文章題,①,,コ,面籠手かついで,籠手,こて,,
3817,D,k文章題,①,x,サ,膚を入れ,膚,はだ,,
3818,D,k文章題,①,x,シ,腰而下の着物,而,から,,
3819,D,k文章題,①,,ス,汐汲みならぬ,汐,しお,,
3820,D,k文章題,①,x,セ,曳やっと,曳,えい,,
3821,D,k文章題,②,,1,雲を霞と走りければ,霞,かすみ,,
3822,D,k文章題,②,x,2,直ちに昏倒して,昏倒,こんとう,,
3823,D,k文章題,②,x,3,茶店の坐敷,坐敷,ざしき,,
3824,D,k文章題,②,,4,美人は醒めて,醒,さ,める,
3825,D,k文章題,②,x,5,うばに訊ねて,訊,たず,ねる,
3826,D,k文章題,②,,6,名所の覗機械,覗,のぞき,,
3827,D,k文章題,②,x,ア,力の限り渠の腰に縋りつ,渠,かれ,,
3828,D,k文章題,②,x,イ,濁流脚下に奔注して,奔注,ほんちゅう,,
3829,D,k文章題,②,,ウ,死すべしと念いぬ,念,おも,う,
3830,D,k文章題,②,x,エ,馬駐る,駐,とどま,る,
3831,D,k文章題,②,,オ,馬より扶け下ろして,扶,たす,ける,
3832,D,k文章題,②,,カ,掛け聯ねて,聯,つら,ねる,
3833,D,k文章題,②,,7,立て籠っている,籠,こも,る,
3834,D,k文章題,②,x,8,鉦太鼓,鉦太鼓,かねたいこ,,
3835,D,k文章題,②,x,9,蜘のい,蜘,くも,,
3836,D,k文章題,②,,10,燕が一羽,燕,つばめ,,
3837,D,k文章題,②,,11,卑怯じゃ,卑怯,ひきょう,,
3838,D,k文章題,②,,12,その刹那に,刹那,せつな,,
3839,D,k文章題,②,,13,又七郎の太股,太股,ふともも,,
3840,D,k文章題,②,,14,気が弛んでいたので,弛,ゆる,む,
3841,D,k文章題,②,,キ,払暁に表門の前に来た,払暁,ふつぎょう,,
3842,D,k文章題,②,,ク,暫く様子を見ていたが,暫,しばら,く,
3843,D,k文章題,②,,ケ,内に這入った,這入,はい,る,
3844,D,k文章題,②,,コ,門の廻りには,廻,まわ,る,
3845,D,k文章題,②,,サ,駈け込んだ,駈,か,ける,
3846,D,k文章題,②,,シ,前髪の七之丞,七之丞,しちのじょう,,
3847,D,k文章題,②,,ス,衝いた,衝,つ,く,
3848,D,k文章題,②,,セ,手練れの又七郎,手練,てだ,れ,
3849,D,k文章題,③,x,1,鋤や犂や,鋤,すき,,
3850,D,k文章題,③,x,2,古い蓑など,蓑,みの,,
3851,D,k文章題,③,,3,茅葺の古い社殿,茅葺,かやぶき,,
3852,D,k文章題,③,,4,額髪を手拭で巻いた,手拭,てぬぐい,,
3853,D,k文章題,③,x,5,調子よく唄って居た,唄,うた,う,
3854,D,k文章題,③,x,6,軒を掠めた,掠,かす,める,
3855,D,k文章題,③,,ア,乳を吞ませて,吞,の,む,
3856,D,k文章題,③,,イ,大きな欠をして,欠,あくび,,
3857,D,k文章題,③,,ウ,新芽が萌し始めた,萌,きざ,す,
3858,D,k文章題,③,,エ,其の低き軒,其,そ,の,
3859,D,k文章題,③,,オ,漸く芽を出しかけた桑,漸,ようや,く,
3860,D,k文章題,③,,カ,生えている畦,畦,あぜ,,
3861,D,k文章題,③,x,7,襖をあけて,襖,ふすま,,
3862,D,k文章題,③,,8,挨拶をしようと思う,挨拶,あいさつ,,
3863,D,k文章題,③,,9,手を落とした儘,儘,まま,,
3864,D,k文章題,③,,10,歌舞伎座を覗いた気で,覗,のぞ,く,
3865,D,k文章題,③,,11,鶯が所々で鳴く,鶯,うぐいす,,
3866,D,k文章題,③,x,12,小さな舟を繫いで,繫,つな,ぐ,
3867,D,k文章題,③,,13,一尾の鮒,鮒,ふな,,
3868,D,k文章題,③,,14,蟠る葛藤,葛藤,かっとう,,
3869,D,k文章題,③,,キ,閃くは稲妻か,閃,ひらめ,く,
3870,D,k文章題,③,,ク,白鞘がある,鞘,さや,,
3871,D,k文章題,③,,ケ,姿は忽ち障子の影に隠れた,忽,たちま,ち,
3872,D,k文章題,③,,コ,岨道つづき,岨道,そばみち,,
3873,D,k文章題,③,,サ,爪上がりになる,爪上,つまあ,がり,
3874,D,k文章題,③,,シ,蜜柑が一面に植えてある,蜜柑,みかん,,
3875,D,k文章題,③,,ス,橋畔に立って,橋畔,きょうはん,,
3876,D,k文章題,③,x,セ,舷によって,舷,ふなばた,,
3877,E,a読み,①,,1,老爺に郷土の歴史を尋ねる。,老爺,ろうや,,
3878,E,a読み,①,,2,事件の凄惨さは報道からも推測できる。,凄惨,せいさん,,
3879,E,a読み,①,,3,爾後、先方からの連絡はない。,爾後,じご,,
3880,E,a読み,①,x,4,最果ての祁寒の地で暮らす。,祁寒,きかん,,
3881,E,a読み,①,x,5,蔚蔚たる木々が生い茂る。,蔚蔚,うつうつ,,
3882,E,a読み,①,,6,赫灼たる太陽が容赦なく照りつける。,赫灼,かくしゃく,,
3883,E,a読み,①,,7,釜竃を使って炊いた飯は格別だ。,釜竃,ふそう,,
3884,E,a読み,①,,8,球界史に燦然と輝く記録を残す。,燦然,さんぜん,,
3885,E,a読み,①,,9,体格の違いで牝牡を見分ける。,牝牡,ひんぼ,,
3886,E,a読み,①,,10,甜菜の根の搾り汁で砂糖を作る。,甜菜,てんさい,,
3887,E,a読み,①,x,11,䇮苒と無為な日々を送る。,䇮苒,じんぜん,,
3888,E,a読み,①,,12,僧侶が錫杖を手に歩き出した。,錫杖,しゃくじょう,,
3889,E,a読み,①,,13,妃に対して拝揖する。,拝揖,はいゆう,,
3890,E,a読み,①,,14,事実の歪曲して報道する。,歪曲,わいきょく,,
3891,E,a読み,①,,15,課長はすべての部下を掌握している。,掌握,しょうあく,,
3892,E,a読み,①,,16,種々の言説が喧伝されている。,喧伝,けんでん,,
3893,E,a読み,①,,17,学者が誌上で鼎談する。,鼎談,ていだん,,
3894,E,a読み,①,,18,政治不信を払拭する。,払拭,ふっしょく,,
3895,E,a読み,①,,19,烏鷺の戦いを好む。,烏鷺,うろ,,
3896,E,a読み,①,,20,人々が時代に玩弄される。,玩弄,がんろう,,
3897,E,a読み,①,,21,貴婦人は郁しい香りを漂わせていた。,郁,かぐわ,しい,
3898,E,a読み,①,,22,頂上から巽の方角を見下ろす。,巽,たつみ,,
3899,E,a読み,①,,23,いつの間にか花が凋んでしまった。,凋,しぼ,む,
3900,E,a読み,①,,24,担任の先生に遅刻を尤められる。,尤,とが,める,
3901,E,a読み,①,x,25,わが国の宇宙開発研究の魁である。,魁,さきがけ,,
3902,E,a読み,①,,26,昔の誼で口添えしてもらった。,誼,よしみ,,
3903,E,a読み,①,,27,ぐずる子を宥めて幼稚園へ送る。,宥,なだ,める,
3904,E,a読み,①,,28,恋の柵でがんじがらめになる。,柵,しがらみ,,
3905,E,a読み,①,,29,煮え切らない態度に苛立つ。,苛立,いらだ,つ,
3906,E,a読み,①,,30,祖父は閏年の生まれだ。,閏年,うるうどし,,
3907,E,b表外読み,①,,1,舞子の白い項が目に眩しい。,項,うなじ,,表外読み
3908,E,b表外読み,①,,2,抑事の発端は君の不注意からだ。,抑,そもそも,,表外読み
3909,E,b表外読み,①,,3,敵の奇襲に戦いた。,戦,おのの,く,表外読み
3910,E,b表外読み,①,,4,コップの水を零してしまった。,零,こぼ,す,表外読み
3911,E,b表外読み,①,,5,宝くじの当せん者に肖りたいものだ。,肖,あやか,る,表外読み
3912,E,b表外読み,①,,6,作法に則って儀式を執り行う。,則,のっと,る,表外読み
3913,E,b表外読み,①,,7,偶立ち寄った店で旧友に再会した。,偶,たまたま,,表外読み
3914,E,b表外読み,①,,8,寒い冬に温かい鍋は堪えられない。,堪,こた,える,表外読み
3915,E,b表外読み,①,,9,成功は偏に彼の努力の賜物だ。,偏,ひとえ,,表外読み
3916,E,b表外読み,①,,10,実り豊かな収穫の秋を迎えた。,秋,とき,,表外読み
3917,E,c熟語と一字訓,①,,1,,挽車,ばんしゃ,,
3918,E,c熟語と一字訓,①,,2,,挽,ひ,く,
3919,E,c熟語と一字訓,①,x,3,,禿筆,とくひつ,,
3920,E,c熟語と一字訓,①,x,4,,禿,ち,びる,
3921,E,c熟語と一字訓,①,x,5,,墨煤,ぼくばい,,
3922,E,c熟語と一字訓,①,,6,,煤,すす,ける,
3923,E,c熟語と一字訓,①,,7,,遡行,そこう,,
3924,E,c熟語と一字訓,①,,8,,遡,さかのぼ,る,
3925,E,c熟語と一字訓,①,,9,,仰臥,ぎょうが,,
3926,E,c熟語と一字訓,①,,10,,臥,ふ,す,
3927,E,j共通の漢字,①,,1,新興工業国の経済成長が著しい。,新興,しんこう,こう,
3928,E,j共通の漢字,①,,1,夙興して朝夕学問に励む。,夙興,しゅくこう,興,
3929,E,j共通の漢字,①,,2,企業が政府の庇護を受ける。,庇護,ひご,ご,
3930,E,j共通の漢字,①,,2,自らの志を護持する。,護持,ごじ,護,
3931,E,j共通の漢字,①,x,3,閉塞した経済状態を打ち破る。,閉塞,へいそく,そく,
3932,E,j共通の漢字,①,x,3,人々が広場に塡塞する。,塡塞,てんそく,塞,
3933,E,j共通の漢字,①,,4,私権の濫用はこれを許さず。,濫用,らんよう,よう,
3934,E,j共通の漢字,①,,4,財政政策の効用が広がる。,効用,こうよう,用,
3935,E,j共通の漢字,①,,5,県の出納長が選任された。,出納,すいとう,すい,
3936,E,j共通の漢字,①,,5,「出師の表」の一節を読む。,出師,すいし,出,
3937,E,e書き取り,①,,1,狼の餌食になるのは嫌だ。,餌食,えじき,,
3938,E,e書き取り,①,x,2,位牌を仏壇に安置する。,位牌,いはい,,
3939,E,e書き取り,①,,3,国家の機密が漏洩する。,漏洩,ろうえい,,
3940,E,e書き取り,①,,4,暗闇の中で蠟燭をともす。,蠟燭,ろうそく,,
3941,E,e書き取り,①,x,5,目にいっぱいの涙を湛える。,湛,たた,える,
3942,E,e書き取り,①,,6,三振に肩を窄めてベンチに帰る。,窄,すぼ,める,
3943,E,e書き取り,①,,7,卯の花が初夏の訪れを告げる。,卯,う,,
3944,E,e書き取り,①,,8,古墳から埴輪が出土する。,埴輪,はにわ,,
3945,E,e書き取り,①,,9,事の成り行きに啞然とする。,啞然,あぜん,,
3946,E,e書き取り,①,x,10,子猫が足に纏わりつく。,纏,まつ,わる,
3947,E,e書き取り,①,,11,工場の資材を梱包する。,梱包,こんぽう,,
3948,E,e書き取り,①,,12,事故の知らせに顔面蒼白になる。,蒼白,そうはく,,
3949,E,e書き取り,①,,13,怨霊に取りつかれた。,怨霊,おんりょう,,
3950,E,e書き取り,①,,14,忽然として消息を絶つ。,忽然,こつぜん,,
3951,E,e書き取り,①,,15,腕の筋肉が弛緩する。,弛緩,しかん,,
3952,E,e書き取り,①,,16,企業経営の采配を振る。,采配,さいはい,,
3953,E,h同音・同訓異字,①,,17,事件を公平に裁く判決が下る。,裁,さば,く,
3954,E,h同音・同訓異字,①,,18,大勢の客を上手に捌く。,捌,さば,く,
3955,E,h同音・同訓異字,①,,19,時代の寵児ともてはやされる。,寵児,ちょうじ,,
3956,E,h同音・同訓異字,①,,20,葬儀の席で弔辞を読む。,弔辞,ちょうじ,,
3957,E,i誤字訂正,①,,1,先夫を不慮の事故で亡くした後に再嫁した姉は、今は臨月を迎え、実家に戻って来ている。,臨月,りんげつ,,隣月
3958,E,i誤字訂正,①,x,2,西欧諸国では、社会保障費に占める租税負担率は、近年、上昇する傾向にある。,租税,そぜい,,粗税
3959,E,i誤字訂正,①,,3,農民戦争の首魁は、謀殺された先の国王であると称して辺境地帯で政府に叛旗を翻した。,首魁,しゅかい,,首怪
3960,E,i誤字訂正,①,,4,大店の若旦那は、踊り、三味線、謡いなどの道楽に凝って、遂には財産を蕩尽してしまった。,蕩尽,とうじん,,投尽
3961,E,i誤字訂正,①,,5,こしらえの良い背広を着て公安機関に出入りしていた記者は、実は敵国の間諜として働いていた。,間諜,かんちょう,,間聴
3962,E,d四字熟語,①,x,1,,鉤縄規矩,,こうじょう,鉤縄
3963,E,d四字熟語,①,,2,,蚕食鯨吞,,さんしょく,蚕食
3964,E,d四字熟語,①,,3,,経世済民,,さいみん,済民
3965,E,d四字熟語,①,,4,,放蕩無頼,,ほうとう,放蕩
3966,E,d四字熟語,①,,5,,赤手空拳,,せきしゅ,赤手
3967,E,d四字熟語,①,,6,,吉日良辰,,りょうしん,良辰
3968,E,d四字熟語,①,x,7,,剛毅果断,,かだん,果断
3969,E,d四字熟語,①,,8,,前虎後狼,,こうろう,後狼
3970,E,d四字熟語,①,,9,,陶犬瓦鶏,,がけい,瓦鶏
3971,E,d四字熟語,①,,10,,煩悩菩提,,ぼだい,菩提
3972,E,d四字熟語,①,,11,微力でも努力しだいで成功するたとえ,点滴穿石,,せんせき,穿石
3973,E,d四字熟語,①,,12,立派で美しいさま,竜章鳳姿,,ほうし,鳳姿
3974,E,d四字熟語,①,,13,議論がまとまらないこと,甲論乙駁,,おつばく,乙駁
3975,E,d四字熟語,①,,14,古い慣習を守り続けること,旧套墨守,,きゅうとう,旧套
3976,E,d四字熟語,①,x,15,朝早くから夜遅くまで働くこと,披星戴月,,ひせい,披星
3977,E,g対義語・類義語,①,x,1,貴顕,微賤,びせん,きけん,対義語
3978,E,g対義語・類義語,①,,2,富貴,貧賤,ひんせん,ふうき,対義語
3979,E,g対義語・類義語,①,,3,中枢,末梢,まっしょう,ちゅうすう,対義語
3980,E,g対義語・類義語,①,x,4,憂慮,安堵,あんど,ゆうりょ,対義語
3981,E,g対義語・類義語,①,,5,英明,愚昧,ぐまい,えいめい,対義語
3982,E,g対義語・類義語,①,,6,滞在,逗留,とうりゅう,たいざい,類義語
3983,E,g対義語・類義語,①,x,7,朝暮,旦夕,たんせき,ちょうぼ,類義語
3984,E,g対義語・類義語,①,,8,出版,上梓,じょうし,しゅっぱん,類義語
3985,E,g対義語・類義語,①,x,9,鍛錬,陶冶,とうや,たんれん,類義語
3986,E,g対義語・類義語,①,,10,動向,趨勢,すうせい,どうこう,類義語
3987,E,f故事・諺,①,x,1,人間万事塞翁が馬。,塞翁,さいおう,,
3988,E,f故事・諺,①,,2,門前雀羅を張る。,雀羅,じゃくら,,
3989,E,f故事・諺,①,x,3,栴檀は双葉より芳し。,栴檀,せんだん,,
3990,E,f故事・諺,①,x,4,天網恢恢疎にして漏らさず。,恢恢,かいかい,,
3991,E,f故事・諺,①,,5,瑠璃もはりも照らせば光る。,瑠璃,るり,,
3992,E,f故事・諺,①,x,6,昔とった杵柄。,杵柄,きねづか,,
3993,E,f故事・諺,①,x,7,轍鮒の急。,轍鮒,てっぷ,,
3994,E,f故事・諺,①,,8,飢えたる者は糟糠を甘んず。,糟糠,そうこう,,
3995,E,f故事・諺,①,x,9,巧詐は拙誠に如かず。,巧詐,こうさ,,
3996,E,f故事・諺,①,,10,蟻の穴から堤も崩れる。,蟻,あり,,
3997,E,k文章題,①,x,1,凡そ政は,凡,およ,そ,
3998,E,k文章題,①,,2,拠る所に立ち,拠,よ,る,
3999,E,k文章題,①,,3,禍は安ずる所に生ず,禍,わざわい,,
4000,E,k文章題,①,,4,然るに安堵して,安堵,あんど,,
4001,E,k文章題,①,,5,徒に太平を唱うるは,徒,いたずら,,
